datetime,millis,device_id,library_version,battery_voltage,temperature_c,pressure_hpa,humidity_percent,lux,activity_count,activity_percent,inactivity_period_s,inactivity_count,inactivity_percent,min_free_heap,reboot
2025-11-16 00:09:02,3653,006,2.1.0,4.064,22.66,989.77,52.24,0.0000,0,0.000,40,14,1.000,265096,0
2025-11-16 00:19:05,3663,006,2.1.0,4.062,22.69,989.73,52.93,0.0000,170,0.283,40,5,0.541,264932,0
2025-11-16 00:29:08,3655,006,2.1.0,4.065,22.77,989.80,54.49,0.0000,249,0.414,40,3,0.325,264932,0
2025-11-16 00:39:10,3653,006,2.1.0,4.062,22.68,989.88,53.27,0.0000,169,0.281,40,7,0.624,264932,0
2025-11-16 00:49:13,3653,006,2.1.0,4.062,22.65,990.10,52.21,0.0000,125,0.208,40,8,0.719,264932,0
2025-11-16 00:59:16,3655,006,2.1.0,4.062,22.61,990.21,52.23,0.0000,36,0.060,40,12,0.930,264932,0
2025-11-16 01:09:19,3654,006,2.1.0,4.064,22.70,990.35,52.86,0.0000,234,0.389,40,5,0.461,264932,0
2025-11-16 01:19:22,3654,006,2.1.0,4.064,22.66,990.45,52.32,0.0000,72,0.120,40,7,0.795,264932,0
2025-11-16 01:29:25,3655,006,2.1.0,4.062,22.64,990.53,51.64,0.0000,17,0.028,40,13,0.968,264932,0
2025-11-16 01:39:28,3656,006,2.1.0,4.062,22.58,990.69,51.87,0.0000,3,0.005,40,13,0.994,264932,0
2025-11-16 01:49:30,3655,006,2.1.0,4.061,22.51,990.88,51.51,0.0000,0,0.000,40,14,1.000,264932,0
2025-11-16 01:59:34,3654,006,2.1.0,4.062,22.45,991.02,51.05,0.0000,0,0.000,40,14,1.000,264932,0
2025-11-16 02:09:36,3656,006,2.1.0,4.060,22.45,991.05,51.38,0.0000,76,0.126,40,10,0.840,264932,0
2025-11-16 02:19:39,3656,006,2.1.0,4.064,22.42,991.26,51.21,0.0000,21,0.035,40,12,0.958,264932,0
2025-11-16 02:29:42,3654,006,2.1.0,4.062,22.43,991.26,51.53,0.0000,20,0.033,40,13,0.963,264932,0
2025-11-16 02:39:45,3654,006,2.1.0,4.062,22.43,991.41,51.62,0.0000,0,0.000,40,14,1.000,264932,0
2025-11-16 02:49:49,3655,006,2.1.0,4.061,22.43,991.46,52.29,0.0000,0,0.000,40,14,1.000,264932,0
2025-11-16 03:00:48,3655,006,2.1.0,4.061,22.62,991.71,52.58,0.0000,81,0.136,40,11,0.845,264932,0
2025-11-16 03:10:50,3654,006,2.1.0,4.062,22.60,991.73,52.72,0.0000,51,0.085,40,12,0.904,264932,0
2025-11-16 03:20:54,3654,006,2.1.0,4.061,22.72,991.92,53.36,0.0000,206,0.343,40,5,0.493,264932,0
