datetime,millis,device_id,library_version,battery_voltage,temperature_c,pressure_hpa,humidity_percent,lux,activity_count,activity_percent,inactivity_period_s,inactivity_count,inactivity_percent,min_free_heap,reboot
2025-11-15 00:05:33,3673,005,2.1.0,4.055,22.30,989.11,60.88,0.0000,0,0.000,40,15,1.000,265060,0
2025-11-15 00:15:36,3679,005,2.1.0,4.056,22.41,989.13,64.44,0.0000,209,0.348,40,4,0.434,265060,0
2025-11-15 00:25:39,3674,005,2.1.0,4.056,22.42,988.95,62.64,0.0000,106,0.176,40,7,0.725,265060,0
2025-11-15 00:35:42,3672,005,2.1.0,4.056,22.48,988.62,62.65,0.0000,162,0.269,40,7,0.633,265060,0
2025-11-15 00:45:45,3672,005,2.1.0,4.054,22.50,988.37,61.66,0.0000,32,0.053,40,12,0.938,265060,0
2025-11-15 00:55:49,3670,005,2.1.0,4.054,22.60,988.69,63.52,0.0000,172,0.286,40,7,0.619,265060,0
2025-11-15 01:05:53,3674,005,2.1.0,4.056,22.59,988.59,61.92,0.0000,45,0.075,40,10,0.899,265060,0
2025-11-15 01:15:56,3674,005,2.1.0,4.055,22.54,988.58,60.93,0.0000,0,0.000,40,15,1.000,265060,0
2025-11-15 01:25:59,3671,005,2.1.0,4.055,22.53,988.61,60.97,0.0000,0,0.000,40,15,1.000,265060,0
2025-11-15 01:36:02,3674,005,2.1.0,4.056,22.53,988.33,60.44,0.0000,23,0.038,40,13,0.958,265060,0
2025-11-15 01:46:04,3674,005,2.1.0,4.056,22.52,988.35,60.64,0.0000,0,0.000,40,15,1.000,265060,0
2025-11-15 01:56:07,3670,005,2.1.0,4.056,22.50,988.26,60.30,0.0000,0,0.000,40,15,1.000,265060,0
2025-11-15 02:06:10,3674,005,2.1.0,4.055,22.50,988.13,59.84,0.0000,0,0.000,40,15,1.000,265060,0
2025-11-15 02:16:13,3674,005,2.1.0,4.055,22.50,987.94,60.07,0.0000,0,0.000,40,15,1.000,265060,0
2025-11-15 02:26:16,3674,005,2.1.0,4.055,22.49,987.76,59.53,0.0000,0,0.000,40,15,1.000,265060,0
2025-11-15 02:36:19,3670,005,2.1.0,4.055,22.48,987.91,59.80,0.0000,0,0.000,40,15,1.000,265060,0
2025-11-15 02:47:19,3674,005,2.1.0,4.055,22.61,987.76,58.89,0.0000,20,0.033,40,13,0.963,265060,0
2025-11-15 02:57:22,3674,005,2.1.0,4.052,22.56,987.65,60.06,0.0000,0,0.000,40,15,1.000,265060,0
2025-11-15 03:07:25,3674,005,2.1.0,4.054,22.56,987.64,59.27,0.0000,32,0.053,40,12,0.938,265060,0
2025-11-15 03:17:28,3672,005,2.1.0,4.054,22.56,987.65,59.69,0.0000,25,0.042,40,12,0.950,265060,0
2025-11-15 03:27:31,3674,005,2.1.0,4.054,22.53,987.69,59.30,0.0000,0,0.000,40,15,1.000,265060,0
2025-11-15 03:37:35,3672,005,2.1.0,4.055,22.58,987.58,62.34,0.0000,101,0.168,40,9,0.781,265060,0
2025-11-15 03:47:38,3671,005,2.1.0,4.054,22.56,987.37,60.44,0.0000,21,0.035,40,12,0.958,265060,0
2025-11-15 03:57:41,3672,005,2.1.0,4.052,22.53,987.30,60.36,0.0000,18,0.030,40,14,0.969,265060,0
2025-11-15 04:07:44,3674,005,2.1.0,4.054,22.55,987.16,60.85,0.0000,52,0.086,40,12,0.902,265060,0
2025-11-15 04:17:47,3674,005,2.1.0,4.052,22.52,987.01,60.79,0.0000,31,0.052,40,13,0.944,265060,0
2025-11-15 04:27:51,3678,005,2.1.0,4.055,22.49,986.88,60.54,0.0000,8,0.013,40,14,0.986,265060,0
2025-11-15 04:37:54,3674,005,2.1.0,4.055,22.53,986.83,60.99,0.0000,301,0.501,40,0,0.000,265060,0
2025-11-15 04:47:58,3682,005,2.1.0,4.054,22.59,986.87,62.56,0.0000,219,0.363,40,3,0.354,265060,0
2025-11-15 04:58:01,3670,005,2.1.0,4.054,22.63,986.73,62.15,0.0000,252,0.419,40,3,0.323,265060,0
2025-11-15 05:08:04,3674,005,2.1.0,4.052,22.59,986.55,61.70,0.0000,93,0.155,40,8,0.775,265060,0
2025-11-15 05:18:07,3674,005,2.1.0,4.054,22.58,986.51,61.83,0.0000,124,0.206,40,8,0.721,265060,0
2025-11-15 05:28:10,3674,005,2.1.0,4.052,22.57,986.40,61.38,0.0000,124,0.206,40,5,0.617,265060,0
2025-11-15 05:38:13,3674,005,2.1.0,4.055,22.52,986.09,60.63,0.0000,0,0.000,40,15,1.000,265060,0
2025-11-15 05:48:16,3674,005,2.1.0,4.052,22.45,986.00,60.33,0.0000,0,0.000,40,15,1.000,265060,0
2025-11-15 05:58:19,3670,005,2.1.0,4.054,22.39,986.05,60.59,0.0000,32,0.053,40,13,0.942,265060,0
2025-11-15 06:08:22,3672,005,2.1.0,4.052,22.44,986.09,60.31,1.9476,103,0.171,40,7,0.731,265060,0
2025-11-15 06:18:24,3674,005,2.1.0,4.054,22.41,986.07,59.96,1.9296,0,0.000,40,15,1.000,265060,0
2025-11-15 06:28:28,3674,005,2.1.0,4.054,22.39,986.01,59.95,1.9260,0,0.000,40,15,1.000,265060,0
2025-11-15 06:38:31,3674,005,2.1.0,4.052,22.36,986.13,60.04,1.9152,0,0.000,40,15,1.000,265060,0
2025-11-15 06:49:31,3672,005,2.1.0,4.051,22.48,985.95,59.61,1.9080,0,0.000,40,14,1.000,265060,0
