datetime,millis,device_id,library_version,battery_voltage,temperature_c,pressure_hpa,humidity_percent,lux,activity_count,activity_percent,inactivity_period_s,inactivity_count,inactivity_percent,min_free_heap,reboot
2025-11-15 00:04:22,3635,020,2.1.0,4.049,22.04,989.72,66.29,0.0000,267,0.444,40,0,0.000,265096,0
2025-11-15 00:14:24,3636,020,2.1.0,4.049,21.99,989.72,65.33,0.0000,14,0.023,40,11,0.969,265096,0
2025-11-15 00:24:28,3636,020,2.1.0,4.048,21.98,989.54,65.90,0.0000,116,0.193,40,9,0.756,265096,0
2025-11-15 00:34:31,3632,020,2.1.0,4.048,21.96,989.30,65.17,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 00:44:34,3631,020,2.1.0,4.049,21.95,988.95,64.94,0.0000,30,0.050,40,10,0.930,265096,0
2025-11-15 00:54:37,3643,020,2.1.0,4.050,22.00,989.19,65.32,0.0000,133,0.221,40,5,0.601,265096,0
2025-11-15 01:04:40,3641,020,2.1.0,4.048,21.99,989.21,65.57,0.0000,101,0.168,40,6,0.704,265096,0
2025-11-15 01:14:43,3631,020,2.1.0,4.048,22.02,989.17,65.01,0.0000,56,0.093,40,10,0.877,265096,0
2025-11-15 01:24:46,3635,020,2.1.0,4.048,22.03,989.13,65.03,0.0000,75,0.125,40,8,0.810,265096,0
2025-11-15 01:34:49,3635,020,2.1.0,4.046,22.08,988.93,65.69,0.0000,214,0.356,40,4,0.428,265096,0
2025-11-15 01:44:53,3635,020,2.1.0,4.049,22.07,988.95,65.41,0.0000,72,0.120,40,10,0.847,265096,0
2025-11-15 01:54:56,3636,020,2.1.0,4.048,22.04,988.95,65.63,0.0000,30,0.050,40,10,0.930,265096,0
2025-11-15 02:04:59,3635,020,2.1.0,4.048,22.02,988.79,64.82,0.0000,26,0.043,40,11,0.944,265096,0
2025-11-15 02:15:02,3631,020,2.1.0,4.049,22.03,988.50,65.38,0.0000,70,0.116,40,7,0.800,265096,0
2025-11-15 02:25:06,3637,020,2.1.0,4.049,22.02,988.35,64.88,0.0000,47,0.078,40,10,0.895,265096,0
2025-11-15 02:35:09,3634,020,2.1.0,4.048,22.06,988.52,65.15,0.0000,67,0.111,40,6,0.782,265096,0
2025-11-15 02:45:12,3635,020,2.1.0,4.048,22.03,988.34,64.55,0.0000,31,0.052,40,13,0.944,265096,0
2025-11-15 02:56:12,3635,020,2.1.0,4.046,22.14,988.23,64.29,0.0000,33,0.055,40,9,0.916,265096,0
2025-11-15 03:06:15,3636,020,2.1.0,4.046,22.09,988.15,64.54,0.0000,133,0.221,40,7,0.678,265096,0
2025-11-15 03:16:19,3631,020,2.1.0,4.046,22.08,988.22,65.08,0.0000,64,0.106,40,5,0.758,265096,0
2025-11-15 03:26:22,3630,020,2.1.0,4.045,22.07,988.10,64.43,0.0000,25,0.042,40,12,0.950,265096,0
2025-11-15 03:36:24,3635,020,2.1.0,4.046,22.04,988.14,64.27,0.0000,11,0.018,40,12,0.978,265096,0
2025-11-15 03:46:27,3636,020,2.1.0,4.045,22.03,987.96,64.12,0.0000,12,0.020,40,12,0.976,265096,0
2025-11-15 03:56:30,3634,020,2.1.0,4.046,22.06,987.80,65.45,0.0000,83,0.138,40,4,0.658,265096,0
2025-11-15 04:06:33,3632,020,2.1.0,4.045,22.07,987.77,65.49,0.0000,147,0.245,40,5,0.576,265096,0
2025-11-15 04:16:37,3636,020,2.1.0,4.046,22.03,987.56,64.88,0.0000,78,0.130,40,7,0.782,265096,0
2025-11-15 04:26:40,3631,020,2.1.0,4.046,21.99,987.40,64.31,0.0000,47,0.078,40,10,0.895,265096,0
2025-11-15 04:36:43,3635,020,2.1.0,4.046,21.99,987.37,64.59,0.0000,98,0.163,40,5,0.671,265096,0
2025-11-15 04:46:46,3636,020,2.1.0,4.045,21.97,987.36,64.51,0.0000,141,0.234,40,7,0.665,265096,0
2025-11-15 04:56:49,3634,020,2.1.0,4.045,21.97,987.25,64.34,0.0000,54,0.090,40,9,0.870,265096,0
