datetime,millis,device_id,library_version,battery_voltage,temperature_c,pressure_hpa,humidity_percent,lux,activity_count,activity_percent,inactivity_period_s,inactivity_count,inactivity_percent,min_free_heap,reboot
2025-11-15 00:02:39,3616,016,2.1.0,4.140,21.95,989.59,68.08,0.0000,2,0.003,40,14,0.996,265096,0
2025-11-15 00:12:43,3612,016,2.1.0,4.141,21.91,989.43,68.53,0.0000,1,0.002,40,14,0.998,265096,0
2025-11-15 00:22:46,3612,016,2.1.0,4.142,21.91,989.24,69.01,0.0000,1,0.002,40,15,0.998,265096,0
2025-11-15 00:32:49,3613,016,2.1.0,4.141,21.92,989.05,68.94,0.0000,5,0.008,40,14,0.991,265096,0
2025-11-15 00:42:52,3624,016,2.1.0,4.141,22.00,988.69,69.98,0.0000,147,0.244,40,8,0.685,265096,0
2025-11-15 00:52:56,3616,016,2.1.0,4.140,22.05,988.83,71.13,0.0000,217,0.361,40,1,0.156,265096,0
2025-11-15 01:02:58,3612,016,2.1.0,4.140,22.19,989.00,69.92,0.0000,330,0.549,40,0,0.000,265096,0
2025-11-15 01:13:02,3620,016,2.1.0,4.141,22.14,988.91,69.47,0.0000,185,0.308,40,4,0.464,265096,0
2025-11-15 01:23:05,3612,016,2.1.0,4.137,22.14,988.86,69.55,0.0000,84,0.140,40,11,0.840,265096,0
2025-11-15 01:33:08,3612,016,2.1.0,4.140,22.08,988.68,68.42,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 01:43:11,3612,016,2.1.0,4.139,22.03,988.63,68.19,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 01:53:14,3616,016,2.1.0,4.139,21.99,988.70,68.32,0.0000,2,0.003,40,14,0.996,265096,0
2025-11-15 02:03:17,3612,016,2.1.0,4.139,21.95,988.59,68.09,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 02:13:20,3616,016,2.1.0,4.139,21.94,988.30,68.40,0.0000,26,0.043,40,13,0.952,265096,0
2025-11-15 02:23:23,3616,016,2.1.0,4.139,21.95,988.15,69.03,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 02:33:26,3616,016,2.1.0,4.140,22.02,988.23,70.87,0.0000,179,0.298,40,5,0.528,265096,0
2025-11-15 02:43:29,3612,016,2.1.0,4.136,21.98,988.13,68.84,0.0000,21,0.035,40,13,0.961,265096,0
2025-11-15 02:54:30,3616,016,2.1.0,4.136,22.12,988.04,68.69,0.0000,95,0.159,40,9,0.791,265096,0
2025-11-15 03:04:32,3612,016,2.1.0,4.135,22.03,987.97,68.06,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 03:14:35,3616,016,2.1.0,4.134,21.97,987.87,68.40,0.0000,1,0.002,40,15,0.998,265096,0
2025-11-15 03:24:39,3613,016,2.1.0,4.136,22.00,987.90,69.90,0.0000,48,0.080,40,12,0.909,265096,0
2025-11-15 03:34:41,3612,016,2.1.0,4.136,22.06,987.95,69.44,0.0000,144,0.240,40,6,0.625,265096,0
2025-11-15 03:44:45,3616,016,2.1.0,4.135,22.04,987.80,68.45,0.0000,43,0.072,40,11,0.911,265096,0
