datetime,millis,device_id,library_version,battery_voltage,temperature_c,pressure_hpa,humidity_percent,lux,activity_count,activity_percent,inactivity_period_s,inactivity_count,inactivity_percent,min_free_heap,reboot
2025-11-16 00:06:28,3686,003,2.1.0,4.034,22.55,989.66,54.83,0.0000,160,0.266,40,8,0.667,265028,0
2025-11-16 00:16:31,3694,003,2.1.0,4.034,22.56,989.60,54.25,0.0000,472,0.785,40,0,0.000,265028,0
2025-11-16 00:26:34,3687,003,2.1.0,4.035,22.58,989.68,53.48,0.0000,136,0.226,40,8,0.702,265028,0
2025-11-16 00:36:37,3686,003,2.1.0,4.035,22.64,989.81,54.02,0.0000,156,0.260,40,10,0.719,265028,0
2025-11-16 00:46:39,3694,003,2.1.0,4.034,22.72,990.01,54.29,0.0000,195,0.324,40,7,0.589,265028,0
2025-11-16 00:56:42,3686,003,2.1.0,4.035,22.62,990.10,52.20,0.0000,2,0.003,40,15,0.997,265028,0
2025-11-16 01:06:45,3686,003,2.1.0,4.034,22.52,990.22,50.91,0.0000,0,0.000,40,15,1.000,265028,0
2025-11-16 01:16:48,3686,003,2.1.0,4.034,22.44,990.39,50.33,0.0000,0,0.000,40,15,1.000,265028,0
2025-11-16 01:26:51,3686,003,2.1.0,4.035,22.39,990.46,50.54,0.0000,23,0.038,40,14,0.961,265028,0
2025-11-16 01:36:53,3686,003,2.1.0,4.032,22.36,990.48,50.25,0.0000,0,0.000,40,15,1.000,265028,0
2025-11-16 01:46:56,3686,003,2.1.0,4.032,22.34,990.75,50.66,0.0000,20,0.033,40,14,0.966,265028,0
2025-11-16 01:56:59,3686,003,2.1.0,4.035,22.35,990.80,50.52,0.0000,0,0.000,40,15,1.000,265028,0
2025-11-16 02:07:02,3686,003,2.1.0,4.034,22.37,990.94,50.32,0.0000,0,0.000,40,15,1.000,265028,0
2025-11-16 02:17:05,3687,003,2.1.0,4.035,22.39,991.10,50.24,0.0000,24,0.040,40,13,0.956,265028,0
2025-11-16 02:27:08,3687,003,2.1.0,4.034,22.39,991.14,50.29,0.0000,15,0.025,40,14,0.974,265028,0
2025-11-16 02:37:11,3687,003,2.1.0,4.034,22.41,991.28,50.94,0.0000,0,0.000,40,15,1.000,265028,0
2025-11-16 02:47:14,3686,003,2.1.0,4.032,22.45,991.45,51.57,0.0000,10,0.017,40,14,0.982,265028,0
2025-11-16 02:58:13,3687,003,2.1.0,4.032,22.63,991.56,51.90,0.0000,0,0.000,40,15,1.000,265028,0
2025-11-16 03:08:17,3694,003,2.1.0,4.035,22.61,991.65,52.35,0.0000,24,0.040,40,14,0.959,265028,0
2025-11-16 03:18:20,3686,003,2.1.0,4.032,22.64,991.77,52.05,0.0000,15,0.025,40,14,0.974,265028,0
2025-11-16 03:28:23,3686,003,2.1.0,4.032,22.68,991.97,52.34,0.0000,8,0.013,40,14,0.986,265028,0
2025-11-16 03:38:26,3687,003,2.1.0,4.034,22.72,992.17,52.58,0.0000,38,0.063,40,12,0.927,265028,0
2025-11-16 03:48:29,3686,003,2.1.0,4.032,22.76,992.27,53.53,0.0000,64,0.106,40,12,0.882,265028,0
2025-11-16 03:58:32,3686,003,2.1.0,4.034,22.81,992.62,53.63,0.0000,128,0.213,40,9,0.738,265028,0
2025-11-16 04:08:35,3687,003,2.1.0,4.032,22.80,992.90,52.91,0.0000,0,0.000,40,15,1.000,265028,0
2025-11-16 04:18:38,3694,003,2.1.0,4.036,22.86,993.05,54.05,0.0000,154,0.256,40,7,0.645,265028,0
2025-11-16 04:28:40,3687,003,2.1.0,4.034,23.01,993.12,53.81,0.0000,240,0.399,40,4,0.400,265028,0
2025-11-16 04:38:44,3687,003,2.1.0,4.032,23.00,993.10,53.95,0.0000,23,0.038,40,12,0.954,265028,0
2025-11-16 04:48:47,3686,003,2.1.0,4.034,23.01,993.09,53.57,0.0000,84,0.140,40,12,0.851,265028,0
2025-11-16 04:58:49,3686,003,2.1.0,4.035,23.04,993.19,53.52,0.0000,83,0.138,40,8,0.794,265028,0
2025-11-16 05:08:52,3687,003,2.1.0,4.034,23.08,993.42,53.59,0.0000,124,0.206,40,9,0.744,265028,0
2025-11-16 05:18:55,3687,003,2.1.0,4.035,23.02,993.37,53.47,0.0000,2,0.003,40,15,0.997,265028,0
2025-11-16 05:28:58,3686,003,2.1.0,4.034,22.95,993.45,52.55,0.0000,0,0.000,40,15,1.000,265028,0
2025-11-16 05:39:01,3686,003,2.1.0,4.031,22.88,993.73,52.32,0.0000,0,0.000,40,15,1.000,265028,0
2025-11-16 05:49:04,3687,003,2.1.0,4.032,22.86,993.90,52.07,0.0000,27,0.045,40,13,0.951,265028,0
2025-11-16 05:59:06,3687,003,2.1.0,4.035,22.79,993.82,52.73,0.0000,2,0.003,40,15,0.997,265028,0
2025-11-16 06:09:09,3687,003,2.1.0,4.034,22.81,993.88,52.91,2.1348,58,0.097,40,10,0.873,265028,0
2025-11-16 06:19:12,3689,003,2.1.0,4.034,22.78,994.21,52.35,2.0952,0,0.000,40,15,1.000,265028,0
