datetime,millis,device_id,library_version,battery_voltage,temperature_c,pressure_hpa,humidity_percent,lux,activity_count,activity_percent,inactivity_period_s,inactivity_count,inactivity_percent,min_free_heap,reboot,BEAM,file_date,source_file,Mouse_ID
2025-11-15 00:09:37,3635,10,2.1.0,4.066,22.63,989.58,62.05,0.0,143,0.238,40,8,0.691,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 00:19:40,3634,10,2.1.0,4.066,22.63,989.47,61.6,0.0,1,0.002,40,14,0.998,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 00:29:44,3636,10,2.1.0,4.066,22.64,989.33,61.17,0.0,2,0.003,40,15,0.997,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 00:39:46,3634,10,2.1.0,4.065,22.66,988.91,60.63,0.0,0,0.0,40,15,1.0,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 00:49:49,3642,10,2.1.0,4.065,22.67,988.92,60.69,0.0,19,0.032,40,13,0.965,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 00:59:51,3634,10,2.1.0,4.065,22.75,989.1,61.84,0.0,112,0.186,40,6,0.682,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 01:09:54,3635,10,2.1.0,4.068,22.73,989.03,61.26,0.0,140,0.233,40,10,0.741,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 01:19:57,3634,10,2.1.0,4.065,22.72,989.0,60.41,0.0,0,0.0,40,15,1.0,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 01:30:01,3634,10,2.1.0,4.069,22.71,988.9,60.38,0.0,2,0.003,40,14,0.996,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 01:40:04,3634,10,2.1.0,4.065,22.7,988.83,60.12,0.0,0,0.0,40,15,1.0,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 01:50:07,3635,10,2.1.0,4.066,22.72,988.73,60.77,0.0,56,0.093,40,12,0.896,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 02:00:10,3634,10,2.1.0,4.065,22.77,988.8,60.82,0.0,194,0.323,40,7,0.591,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 02:10:12,3634,10,2.1.0,4.066,22.77,988.54,60.41,0.0,0,0.0,40,15,1.0,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 02:20:15,3636,10,2.1.0,4.064,22.75,988.3,60.14,0.0,7,0.012,40,14,0.988,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 02:30:18,3635,10,2.1.0,4.066,22.75,988.38,60.01,0.0,11,0.018,40,13,0.979,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 02:40:22,3634,10,2.1.0,4.065,22.76,988.28,60.51,0.0,10,0.017,40,14,0.982,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 02:51:22,3642,10,2.1.0,4.065,22.93,988.16,60.56,0.0,141,0.236,40,7,0.665,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 03:01:25,3635,10,2.1.0,4.064,22.88,988.13,60.52,0.0,8,0.013,40,14,0.986,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 03:11:28,3635,10,2.1.0,4.062,22.83,988.08,59.82,0.0,0,0.0,40,15,1.0,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 03:21:31,3635,10,2.1.0,4.065,22.79,987.96,59.92,0.0,4,0.007,40,14,0.993,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 03:31:34,3634,10,2.1.0,4.065,22.79,988.09,60.01,0.0,42,0.07,40,12,0.92,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 03:41:38,3636,10,2.1.0,4.064,22.77,987.93,60.4,0.0,63,0.105,40,12,0.884,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 03:51:41,3635,10,2.1.0,4.064,22.84,987.66,61.77,0.0,68,0.113,40,11,0.866,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 04:01:44,3634,10,2.1.0,4.065,22.8,987.58,60.24,0.0,7,0.012,40,15,0.988,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 04:11:47,3636,10,2.1.0,4.065,22.78,987.52,60.47,0.0,49,0.082,40,12,0.907,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 04:21:50,3635,10,2.1.0,4.065,22.85,987.3,60.81,0.0,139,0.231,40,5,0.59,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 04:31:53,3634,10,2.1.0,4.065,22.86,987.42,61.98,0.0,178,0.296,40,5,0.529,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 04:41:56,3642,10,2.1.0,4.064,22.81,987.29,60.81,0.0,126,0.21,40,8,0.717,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 04:51:59,3635,10,2.1.0,4.064,22.88,987.29,62.39,0.0,221,0.367,40,1,0.153,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 05:02:02,3634,10,2.1.0,4.066,22.78,987.0,60.93,0.0,40,0.066,40,13,0.929,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 05:12:05,3634,10,2.1.0,4.062,22.74,986.85,60.98,0.0,67,0.111,40,12,0.878,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 05:22:08,3634,10,2.1.0,4.065,22.69,986.87,60.62,0.0,5,0.008,40,13,0.99,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 05:32:11,3636,10,2.1.0,4.065,22.67,986.73,60.53,0.0,3,0.005,40,14,0.995,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 05:42:14,3634,10,2.1.0,4.062,22.62,986.39,60.24,0.0,2,0.003,40,15,0.997,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 05:52:17,3634,10,2.1.0,4.064,22.6,986.45,60.72,0.0,9,0.015,40,13,0.983,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 06:02:21,3634,10,2.1.0,4.064,22.62,986.51,60.48,0.8352,24,0.04,40,10,0.943,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 06:12:24,3635,10,2.1.0,4.065,22.59,986.62,60.12,0.8136,5,0.008,40,14,0.991,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 06:22:27,3635,10,2.1.0,4.064,22.58,986.59,60.07,0.8136,6,0.01,40,15,0.99,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 06:32:30,3634,10,2.1.0,4.062,22.57,986.43,60.28,0.792,0,0.0,40,15,1.0,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 06:42:33,3635,10,2.1.0,4.062,22.58,986.42,60.06,0.8172,31,0.052,40,13,0.944,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 06:53:34,3636,10,2.1.0,4.064,22.69,986.42,60.11,0.8136,0,0.0,40,15,1.0,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 07:03:37,3635,10,2.1.0,4.061,22.64,986.28,59.72,0.8136,2,0.003,40,15,0.997,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 07:13:39,3634,10,2.1.0,4.062,22.62,986.47,60.07,0.8136,4,0.007,40,14,0.993,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
2025-11-15 07:23:42,3636,10,2.1.0,4.062,22.61,986.53,60.46,0.8064,1,0.002,40,14,0.998,265096,0,010,2025-11-15,BEAM010_2025111500.csv,ChocoHFD_001_10
