datetime,millis,device_id,library_version,battery_voltage,temperature_c,pressure_hpa,humidity_percent,lux,activity_count,activity_percent,inactivity_period_s,inactivity_count,inactivity_percent,min_free_heap,reboot,BEAM,file_date,source_file,Mouse_ID
2025-11-15 00:07:25,3674,7,2.1.0,4.062,22.49,989.71,63.96,0.0,106,0.176,40,8,0.751,264932,0,007,2025-11-15,BEAM007_2025111500.csv,ChocoHFD_001_7
2025-11-15 00:17:27,3676,7,2.1.0,4.061,22.42,989.76,63.77,0.0,0,0.0,40,15,1.0,264932,0,007,2025-11-15,BEAM007_2025111500.csv,ChocoHFD_001_7
2025-11-15 00:27:30,3675,7,2.1.0,4.06,22.35,989.6,63.45,0.0,0,0.0,40,15,1.0,264932,0,007,2025-11-15,BEAM007_2025111500.csv,ChocoHFD_001_7
2025-11-15 00:37:33,3677,7,2.1.0,4.062,22.35,989.13,63.35,0.0,101,0.168,40,10,0.798,264932,0,007,2025-11-15,BEAM007_2025111500.csv,ChocoHFD_001_7
2025-11-15 00:47:36,3677,7,2.1.0,4.06,22.31,988.98,63.09,0.0,0,0.0,40,15,1.0,264932,0,007,2025-11-15,BEAM007_2025111500.csv,ChocoHFD_001_7
2025-11-15 00:57:39,3677,7,2.1.0,4.061,22.3,989.22,63.75,0.0,0,0.0,40,15,1.0,264932,0,007,2025-11-15,BEAM007_2025111500.csv,ChocoHFD_001_7
2025-11-15 01:07:41,3684,7,2.1.0,4.061,22.3,989.16,63.16,0.0,24,0.04,40,13,0.956,264932,0,007,2025-11-15,BEAM007_2025111500.csv,ChocoHFD_001_7
2025-11-15 01:17:44,3677,7,2.1.0,4.061,22.33,989.2,63.13,0.0,44,0.073,40,13,0.922,264932,0,007,2025-11-15,BEAM007_2025111500.csv,ChocoHFD_001_7
2025-11-15 01:27:47,3676,7,2.1.0,4.06,22.31,989.15,62.82,0.0,0,0.0,40,15,1.0,264932,0,007,2025-11-15,BEAM007_2025111500.csv,ChocoHFD_001_7
2025-11-15 01:37:50,3676,7,2.1.0,4.061,22.33,989.02,63.48,0.0,123,0.205,40,9,0.745,264932,0,007,2025-11-15,BEAM007_2025111500.csv,ChocoHFD_001_7
