filename,Pellets_FR1,Left_Poke_FR1,Right_Poke_FR1,Total_Pokes_FR1,Accuracy_FR1,PokesPerPellet_FR1,RetrievalTime_FR1,InterPelletInterval_FR1,PokeTime_FR1,%MealPellets_FR1,%GrazingPellets_FR1,NumMeals_FR1,AvgMealSize_FR1,AvgMealDuration_FR1,RecordingHours_FR1,MealsPerHour_FR1,Daily_Pellets_FR1,Left Poke with Pellet_FR1,Within_meal_pellet_rate_FR1,%MealPellets_Day_FR1,%GrazingPellets_Day_FR1,Pellets_Day_FR1,NumMeals_Day_FR1,AvgMealSize_Day_FR1,AvgMealDuration_Day_FR1,MealsPerHour_Day_FR1,Accuracy_Day_FR1,%MealPellets_Night_FR1,%GrazingPellets_Night_FR1,Pellets_Night_FR1,NumMeals_Night_FR1,AvgMealSize_Night_FR1,AvgMealDuration_Night_FR1,MealsPerHour_Night_FR1,Accuracy_Night_FR1
FED001_110625_00.csv,153.0,153.0,41.0,194.0,78.8659793814433,1.2679738562091503,0.59,23.0,0.09,77.12418300653594,22.875816993464053,22.0,5.363636363636363,86.4090909090909,21.940833333333334,1.0026966462835656,167.35494815733836,2.0,18.681801380334296,92.3076923076923,7.6923076923076925,39.0,7.0,5.142857142857143,93.71428571428571,0.31903984199931634,76.47058823529412,71.9298245614035,28.07017543859649,114.0,15.0,5.466666666666667,83.0,1.3502362913509864,79.72027972027972
FED002_110625_00.csv,24.0,25.0,6.0,31.0,80.64516129032258,1.2916666666666667,0.06,8.0,0.4,91.66666666666667,8.333333333333334,3.0,7.333333333333333,71.66666666666667,0.8386111111111111,3.5773434912222593,26.224094600993112,51.0,7.162890195134247,91.66666666666667,8.333333333333334,24.0,3.0,7.333333333333333,71.66666666666667,3.5773434912222593,80.64516129032258,,,0.0,,,,,
FED003_110625_01.CSV,131.0,131.0,76.0,207.0,63.28502415458937,1.5801526717557253,0.59,23.5,0.12,75.57251908396947,24.427480916030536,20.0,4.95,70.35,20.575,0.9720534629404618,152.72845036973067,3.0,13.44583232758205,71.42857142857143,28.571428571428573,28.0,4.0,5.0,84.25,0.19441069258809235,58.333333333333336,76.69902912621359,23.300970873786408,103.0,17.0,4.647058823529412,60.0,1.455410225921522,64.77987421383648
FED004_110625_00.csv,191.0,191.0,44.0,235.0,81.27659574468085,1.2303664921465969,0.35,18.0,0.11,87.43455497382199,12.565445026178011,17.0,9.823529411764707,152.94117647058823,20.9575,0.8111654538947871,218.34925507422793,2.0,15.620847595030044,93.65079365079364,6.349206349206349,63.0,7.0,8.428571428571429,131.57142857142858,0.33400930454491234,86.3013698630137,84.375,15.625,128.0,10.0,10.8,167.9,0.8647194465795542,79.01234567901234
FED005_110625_00.CSV,142.0,142.0,65.0,207.0,68.59903381642512,1.4577464788732395,0.47,21.0,0.11,64.08450704225352,35.91549295774648,20.0,4.55,54.55,21.182222222222222,0.9441879983214435,160.6789250353607,0.0,13.966688184588554,66.66666666666667,33.333333333333336,18.0,2.0,6.0,83.0,0.09441879983214435,81.81818181818183,63.70967741935484,36.29032258064516,124.0,18.0,4.388888888888889,51.388888888888886,1.5381693885301937,67.02702702702703
FED006_110625_00.CSV,151.0,151.0,47.0,198.0,76.26262626262627,1.3112582781456954,0.41,15.0,0.09,82.11920529801324,17.880794701986755,12.0,10.333333333333334,133.33333333333334,19.98777777777778,0.6003668908777586,181.13962012662446,2.0,10.828782528720795,89.36170212765957,10.638297872340425,47.0,5.0,8.4,105.6,0.2501528711990661,78.33333333333333,78.84615384615384,21.153846153846153,104.0,7.0,11.714285714285714,153.14285714285714,0.6054781355117731,75.36231884057972
FED007_110625_00.CSV,131.0,131.0,79.0,210.0,62.38095238095238,1.6030534351145038,0.65,24.5,0.135,60.30534351145038,39.69465648854962,12.0,6.583333333333333,91.5,21.870277777777776,0.5486898759097202,143.56528577589486,1.0,14.556806948303867,83.33333333333333,16.666666666666668,24.0,4.0,5.0,73.75,0.18289662530324008,68.57142857142857,55.14018691588785,44.85981308411215,107.0,8.0,7.375,100.375,0.7438592866182814,61.142857142857146
FED008_110625_00.CSV,166.0,166.0,46.0,212.0,78.30188679245283,1.2771084337349397,0.77,23.0,0.14,66.26506024096386,33.734939759036145,23.0,4.782608695652174,61.08695652173913,22.41638888888889,1.0260350190213015,177.54889824213913,1.0,12.789722691920412,71.7948717948718,28.205128205128204,39.0,4.0,7.0,110.5,0.1784408728732698,92.85714285714286,64.56692913385827,35.43307086614173,127.0,19.0,4.315789473684211,50.68421052631579,1.6727806309611153,74.70588235294117
FED009_110625_00.CSV,159.0,159.0,57.0,216.0,73.61111111111111,1.3584905660377358,0.47,39.5,0.08,61.0062893081761,38.9937106918239,21.0,4.619047619047619,63.95238095238095,17.12611111111111,1.2261978136049567,182.67113451412158,0.0,14.255187581929462,23.076923076923077,76.92307692307692,13.0,1.0,3.0,44.0,0.05839037207642651,36.11111111111111,64.38356164383562,35.61643835616438,146.0,20.0,4.7,64.95,1.8294542128265068,81.11111111111111
FED010_110625_00.CSV,150.0,150.0,108.0,258.0,58.139534883720934,1.72,0.71,20.0,0.14,60.666666666666664,39.333333333333336,14.0,6.5,79.42857142857143,21.983888888888888,0.6368300017689722,163.39910483515098,1.0,10.438501092699111,84.61538461538461,15.384615384615385,39.0,6.0,5.5,66.0,0.2729271436152738,76.47058823529412,52.252252252252255,47.747747747747745,111.0,8.0,7.25,89.5,0.7256053009498376,53.62318840579711
FED011_110625_00.CSV,148.0,148.0,85.0,233.0,63.519313304721024,1.5743243243243243,0.53,31.0,0.12,73.64864864864865,26.35135135135135,23.0,4.739130434782608,79.56521739130434,22.746944444444445,1.011124815298758,156.06707838015964,1.0,15.2155548837636,58.8235294117647,41.1764705882353,34.0,4.0,5.0,73.0,0.17584779396500141,50.74626865671642,78.0701754385965,21.92982456140351,114.0,19.0,4.684210526315789,80.94736842105263,1.6585838991270612,68.67469879518072
FED012_110625_00.CSV,174.0,174.0,98.0,272.0,63.970588235294116,1.5632183908045978,0.59,24.0,0.10500000000000001,67.816091954023,32.18390804597701,16.0,7.375,132.25,22.433888888888887,0.7132067061241674,185.9443413729128,1.0,18.384773837911702,72.0,28.0,25.0,3.0,6.0,116.66666666666667,0.13372625739828137,86.20689655172413,67.11409395973155,32.88590604026846,149.0,13.0,7.6923076923076925,135.84615384615384,1.1639764220160669,61.31687242798354
