filename,Mouse_ID,filename_md,Session_type,match_status,Animal ID,Mouse_ID_md,Win-stay_Bandit100,Lose-shift_Bandit100,PeakAccuracy_Bandit100,Total_pellets_Bandit100,Total_pokes_Bandit100,PokesPerPellet_Bandit100,RetrievalTime_Bandit100,PokeTime_Bandit100,daily pellets_Bandit100,Win-stay_Day_Bandit100,Win-stay_Night_Bandit100,Lose-shift_Day_Bandit100,Lose-shift_Night_Bandit100,PeakAccuracy_Day_Bandit100,PeakAccuracy_Night_Bandit100
FED001_110325_00.csv,,,Bandit100,No key,1,,0.6654275092936803,0.4074074074074074,0.69375,341.0,647.0,1.8973607038123168,1.07,0.125,121.64805849224385,0.7058823529411765,0.6517412935323383,0.25,0.4246575342465753,0.85,0.6285714285714286
FED002_110325_00.CSV,,,Bandit100,No key,2,,0.5434782608695652,0.48936170212765956,0.69,222.0,458.0,2.063063063063063,2.75,0.2,75.32486912948032,0.4,0.5609756097560976,0.6666666666666666,0.4772727272727273,0.65,0.7
FED003_110325_00.csv,,,Bandit100,No key,3,,0.7711267605633803,0.391304347826087,0.7777777777777778,370.0,613.0,1.6567567567567567,1.07,0.14,127.38501156441501,0.8076923076923077,0.7629310344827587,0.0,0.42857142857142855,0.675,0.7764705882352941
FED004_110325_00.CSV,,,Bandit100,No key,4,,0.8415300546448088,0.5454545454545454,0.85,458.0,671.0,1.465065502183406,0.65,0.14,162.95911938030466,0.8571428571428571,0.8381877022653722,0.5,0.5555555555555556,0.8,0.8263157894736841
FED005_110325_00.CSV,,,Bandit100,No key,5,,0.6918918918918919,0.47619047619047616,0.7434782608695653,482.0,822.0,1.7053941908713692,0.95,0.13,165.14835465526676,0.6666666666666666,0.6986301369863014,0.6428571428571429,0.44285714285714284,0.7,0.75
FED006_110325_00.CSV,,,Bandit100,No key,6,,0.8163265306122449,0.5396825396825397,0.7461538461538461,532.0,836.0,1.5714285714285714,0.83,0.1,181.7659829404577,0.8271604938271605,0.8135048231511254,0.36363636363636365,0.5769230769230769,0.7833333333333334,0.740909090909091
FED007_110325_00.CSV,,,Bandit100,No key,7,,0.6676384839650146,0.44339622641509435,0.691304347826087,466.0,842.0,1.8068669527896997,1.07,0.11,159.61138318156287,0.647887323943662,0.6727941176470589,0.47058823529411764,0.43820224719101125,0.6599999999999999,0.6941176470588235
FED008_110325_01.CSV,,,Bandit100,No key,8,,0.7794561933534743,0.4230769230769231,0.8684210526315788,390.0,634.0,1.6256410256410256,1.19,0.14,133.18366508039398,0.6521739130434783,0.788961038961039,0.5,0.4166666666666667,,0.8526315789473683
FED009_110325_00.CSV,,,Bandit100,No key,9,,0.7638483965014577,0.4528301886792453,0.76,418.0,691.0,1.6531100478468899,1.07,0.12,145.0998196055428,0.75,0.7654723127035831,0.4444444444444444,0.45454545454545453,0.7,0.7473684210526315
FED010_110325_00.CSV,,,Bandit100,No key,10,,0.7419354838709677,0.5081967213114754,0.6904761904761905,435.0,738.0,1.696551724137931,1.25,0.13,152.10898229766153,0.6153846153846154,0.7601476014760148,0.25,0.5471698113207547,0.5,0.7050000000000001
FED011_110325_00.CSV,,,Bandit100,No key,11,,0.7361963190184049,0.4918032786885246,0.7238095238095238,423.0,711.0,1.6808510638297873,0.95,0.13,145.18066545905236,0.7916666666666666,0.7193675889328063,0.5,0.4897959183673469,0.7833333333333334,0.6875
FED012_110325_00.CSV,,,Bandit100,No key,12,,0.7379310344827587,0.5862068965517241,0.7944444444444445,371.0,629.0,1.6954177897574123,1.43,0.13,129.13965715206575,0.7027027027027027,0.7465437788018433,0.46153846153846156,0.6222222222222222,0.575,0.78
FED014_110325_00.CSV,,,Bandit100,No key,14,,0.7312925170068028,0.4148936170212766,0.7842105263157895,404.0,739.0,1.8292079207920793,0.77,0.13,141.61068393363013,0.8863636363636364,0.704,0.2222222222222222,0.43529411764705883,0.9,0.711111111111111
FED015_110325_00.CSV,,,Bandit100,No key,15,,0.7303370786516854,0.5064935064935064,0.757142857142857,442.0,737.0,1.667420814479638,0.71,0.15,153.20559262535573,0.5428571428571428,0.753125,0.45454545454545453,0.5151515151515151,0.7,0.7571428571428571
FED016_110325_00.CSV,,,Bandit100,No key,16,,0.8253638253638254,0.4915254237288136,0.8071428571428572,579.0,842.0,1.454231433506045,0.71,0.1,202.09260800361966,0.8095238095238095,0.8277511961722488,0.5,0.4909090909090909,0.8,0.8074074074074072
FED017_110325_00.CSV,,,Bandit100,No key,17,,0.7668269230769231,0.32857142857142857,0.7615384615384614,534.0,888.0,1.6629213483146068,1.37,0.11,184.35203720796423,0.7692307692307693,0.7664835164835165,0.14285714285714285,0.3387096774193548,0.825,0.719047619047619
FED018_110325_00.CSV,,,Bandit100,No key,18,,0.8092485549132948,0.4,0.8727272727272727,444.0,754.0,1.6981981981981982,0.59,0.1,155.91230908041587,0.819672131147541,0.8070175438596491,0.6,0.36363636363636365,0.85,0.8333333333333334
FED019_110325_00.CSV,,,Bandit100,No key,19,,0.8425925925925926,0.4067796610169492,0.7949999999999999,415.0,665.0,1.6024096385542168,0.77,0.09,147.77691686312005,0.76,0.8494983277591973,0.5,0.4074074074074074,0.7,0.8149999999999998
FED020_110325_00.CSV,,,Bandit100,No key,20,,0.7213114754098361,0.49019607843137253,0.72,509.0,901.0,1.7701375245579567,1.07,0.11,180.290004796517,0.7733333333333333,0.7079037800687286,0.3333333333333333,0.5111111111111111,0.5999999999999999,0.6954545454545455
