datetime,millis,device_id,library_version,battery_voltage,temperature_c,pressure_hpa,humidity_percent,lux,activity_count,activity_percent,inactivity_period_s,inactivity_count,inactivity_percent,min_free_heap,reboot
2025-11-15 00:02:17,3664,001,2.1.0,4.039,22.38,989.41,60.96,0.0000,173,0.288,40,5,0.536,265028,0
2025-11-15 00:12:19,3666,001,2.1.0,4.040,22.50,989.42,60.95,0.0000,310,0.516,40,1,0.114,265028,0
2025-11-15 00:22:23,3666,001,2.1.0,4.040,22.52,989.24,61.14,0.0000,195,0.324,40,6,0.552,265028,0
2025-11-15 00:32:25,3672,001,2.1.0,4.039,22.56,989.01,60.61,0.0000,213,0.354,40,5,0.484,265028,0
2025-11-15 00:42:28,3665,001,2.1.0,4.039,22.64,988.68,60.38,0.0000,189,0.314,40,4,0.458,265028,0
2025-11-15 00:52:31,3667,001,2.1.0,4.037,22.58,988.78,60.14,0.0000,40,0.067,40,13,0.929,265028,0
2025-11-15 01:02:34,3667,001,2.1.0,4.040,22.53,988.88,60.36,0.0000,0,0.000,40,15,1.000,265028,0
2025-11-15 01:12:38,3667,001,2.1.0,4.040,22.47,988.88,59.58,0.0000,0,0.000,40,15,1.000,265028,0
2025-11-15 01:22:41,3672,001,2.1.0,4.040,22.51,988.84,60.23,0.0000,128,0.213,40,8,0.714,265028,0
2025-11-15 01:32:43,3666,001,2.1.0,4.040,22.49,988.70,60.29,0.0000,0,0.000,40,15,1.000,265028,0
2025-11-15 01:42:47,3666,001,2.1.0,4.039,22.47,988.64,60.03,0.0000,0,0.000,40,15,1.000,265028,0
2025-11-15 01:52:50,3666,001,2.1.0,4.036,22.46,988.55,59.53,0.0000,9,0.015,40,14,0.984,265028,0
2025-11-15 02:02:53,3668,001,2.1.0,4.040,22.47,988.54,60.22,0.0000,3,0.005,40,14,0.995,265028,0
2025-11-15 02:12:55,3674,001,2.1.0,4.039,22.53,988.27,60.72,0.0000,121,0.201,40,9,0.748,265028,0
2025-11-15 02:22:58,3665,001,2.1.0,4.040,22.57,988.04,60.23,0.0000,124,0.206,40,5,0.617,265028,0
2025-11-15 02:33:01,3665,001,2.1.0,4.037,22.64,988.12,60.12,0.0000,182,0.303,40,5,0.524,265028,0
