datetime,millis,device_id,library_version,battery_voltage,temperature_c,pressure_hpa,humidity_percent,lux,activity_count,activity_percent,inactivity_period_s,inactivity_count,inactivity_percent,min_free_heap,reboot
2025-11-15 00:03:10,3645,018,2.1.0,4.016,22.00,990.23,76.29,0.0000,143,0.238,40,7,0.662,265096,0
2025-11-15 00:13:13,3554,018,2.1.0,4.019,21.99,990.19,69.18,0.0000,62,0.103,40,11,0.876,265096,0
2025-11-15 00:23:16,3582,018,2.1.0,4.020,21.96,989.95,68.55,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 00:33:19,3600,018,2.1.0,4.020,21.93,989.68,68.31,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 00:43:22,3638,018,2.1.0,4.019,21.92,989.45,68.93,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 00:53:25,3551,018,2.1.0,4.019,21.92,989.53,75.25,0.0000,34,0.057,40,13,0.939,265096,0
2025-11-15 01:03:28,3568,018,2.1.0,4.020,22.00,989.60,69.08,0.0000,124,0.206,40,8,0.721,265096,0
2025-11-15 01:13:30,3538,018,2.1.0,4.019,22.07,989.56,68.76,0.0000,79,0.131,40,9,0.820,265096,0
2025-11-15 01:23:34,3544,018,2.1.0,4.020,22.12,989.58,68.02,0.0000,30,0.050,40,13,0.945,265096,0
2025-11-15 01:33:37,3611,018,2.1.0,4.021,22.09,989.32,67.54,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 01:43:41,3530,018,2.1.0,4.019,22.04,989.34,67.51,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 01:53:44,3570,018,2.1.0,4.019,22.11,989.26,69.43,0.0000,128,0.213,40,4,0.556,265096,0
2025-11-15 02:03:47,3558,018,2.1.0,4.019,22.17,989.31,68.98,0.0000,30,0.050,40,13,0.945,265096,0
2025-11-15 02:13:50,3537,018,2.1.0,4.021,22.14,989.01,68.49,0.0000,8,0.013,40,13,0.985,265096,0
2025-11-15 02:23:53,3556,018,2.1.0,4.020,22.08,988.80,68.06,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 02:33:56,3556,018,2.1.0,4.019,22.03,988.92,67.93,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 02:43:59,3569,018,2.1.0,4.019,21.99,988.74,67.86,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 02:54:58,3559,018,2.1.0,4.020,22.09,988.68,67.44,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 03:05:01,3576,018,2.1.0,4.019,22.02,988.69,67.80,0.0000,2,0.003,40,14,0.996,265096,0
2025-11-15 03:15:03,3634,018,2.1.0,4.023,21.99,988.49,67.99,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 03:25:06,3578,018,2.1.0,4.019,21.95,988.54,67.46,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 03:35:09,3555,018,2.1.0,4.017,21.91,988.57,67.67,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 03:45:12,3567,018,2.1.0,4.020,21.89,988.39,67.45,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 03:55:15,3568,018,2.1.0,4.023,21.87,988.19,67.44,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 04:05:17,3563,018,2.1.0,4.020,21.86,988.12,69.83,0.0000,21,0.035,40,14,0.964,265096,0
2025-11-15 04:15:20,3585,018,2.1.0,4.017,21.87,987.98,68.51,0.0000,47,0.078,40,13,0.917,265096,0
2025-11-15 04:25:22,3605,018,2.1.0,4.019,21.89,987.87,68.20,0.0000,20,0.033,40,14,0.966,265096,0
2025-11-15 04:35:25,3538,018,2.1.0,4.020,21.95,987.88,68.57,0.0000,78,0.130,40,9,0.822,265096,0
2025-11-15 04:45:28,3593,018,2.1.0,4.017,21.97,987.78,69.17,0.0000,104,0.173,40,6,0.698,265096,0
2025-11-15 04:55:30,3566,018,2.1.0,4.017,21.99,987.65,69.06,0.0000,22,0.037,40,12,0.956,265096,0
2025-11-15 05:05:33,3548,018,2.1.0,4.020,21.97,987.46,69.23,0.0000,126,0.210,40,8,0.717,265096,0
2025-11-15 05:15:36,3575,018,2.1.0,4.017,22.02,987.53,71.87,0.0000,144,0.240,40,6,0.625,265096,0
2025-11-15 05:25:38,3546,018,2.1.0,4.019,21.96,987.38,68.42,0.0000,51,0.085,40,12,0.904,265096,0
2025-11-15 05:35:41,3604,018,2.1.0,4.020,21.96,987.12,68.69,0.0000,108,0.180,40,8,0.748,265096,0
2025-11-15 05:45:44,3541,018,2.1.0,4.020,22.00,986.96,68.56,0.0000,118,0.196,40,7,0.704,265096,0
2025-11-15 05:55:47,3546,018,2.1.0,4.020,21.98,987.08,67.95,0.0000,0,0.000,40,15,1.000,265096,0
2025-11-15 06:05:50,3646,018,2.1.0,4.020,21.97,986.99,67.51,0.0792,35,0.058,40,11,0.926,265096,0
2025-11-15 06:15:53,3563,018,2.1.0,4.019,21.97,987.07,68.29,0.0936,42,0.070,40,13,0.925,265096,0
2025-11-15 06:25:56,3636,018,2.1.0,4.020,21.99,986.94,69.54,0.0720,83,0.138,40,9,0.813,265096,0
2025-11-15 06:35:59,3593,018,2.1.0,4.019,22.03,987.03,68.74,0.0936,103,0.171,40,8,0.757,265096,0
2025-11-15 06:46:02,3555,018,2.1.0,4.017,21.97,986.93,67.93,0.1044,0,0.000,40,15,1.000,265096,0
2025-11-15 06:57:01,3542,018,2.1.0,4.017,22.05,986.90,67.47,0.0936,0,0.000,40,15,1.000,265096,0
2025-11-15 07:07:04,3566,018,2.1.0,4.020,21.97,986.99,67.33,0.1008,0,0.000,40,15,1.000,265096,0
2025-11-15 07:17:07,3569,018,2.1.0,4.020,21.92,986.91,67.68,0.0936,0,0.000,40,15,1.000,265096,0
2025-11-15 07:27:09,3572,018,2.1.0,4.020,21.90,986.99,67.39,0.0936,14,0.023,40,13,0.974,265096,0
2025-11-15 07:37:12,3543,018,2.1.0,4.020,21.88,987.03,67.28,0.0936,0,0.000,40,15,1.000,265096,0
2025-11-15 07:47:15,3629,018,2.1.0,4.019,21.87,986.83,67.08,0.1008,0,0.000,40,15,1.000,265096,0
2025-11-15 07:57:18,3604,018,2.1.0,4.019,21.86,986.76,67.96,0.0792,11,0.018,40,14,0.981,265096,0
2025-11-15 08:07:21,3579,018,2.1.0,4.016,22.01,986.73,69.43,0.0756,109,0.181,40,8,0.746,265096,0
2025-11-15 08:17:24,3617,018,2.1.0,4.020,22.01,986.62,68.14,0.1188,95,0.158,40,9,0.791,265096,0
2025-11-15 08:27:27,3577,018,2.1.0,4.017,22.01,986.61,69.32,0.0828,116,0.193,40,7,0.707,265096,0
2025-11-15 08:37:29,3556,018,2.1.0,4.019,22.02,986.50,69.55,0.1080,155,0.258,40,8,0.674,265096,0
2025-11-15 08:47:32,3592,018,2.1.0,4.019,21.94,986.58,69.12,0.1188,56,0.093,40,12,0.896,265096,0
2025-11-15 08:57:35,3645,018,2.1.0,4.020,21.88,986.63,68.66,0.1008,0,0.000,40,15,1.000,265096,0
2025-11-15 09:07:38,3541,018,2.1.0,4.017,21.85,986.50,68.45,0.1008,0,0.000,40,15,1.000,265096,0
2025-11-15 09:17:41,3554,018,2.1.0,4.020,21.81,986.33,68.05,0.1008,0,0.000,40,15,1.000,265096,0
2025-11-15 09:27:44,3567,018,2.1.0,4.019,21.78,986.26,67.91,0.1620,0,0.000,40,15,1.000,265096,0
2025-11-15 09:37:47,3555,018,2.1.0,4.020,21.75,986.32,67.80,0.1188,0,0.000,40,15,1.000,265096,0
2025-11-15 09:47:50,3548,018,2.1.0,4.016,21.75,986.04,68.14,0.1188,0,0.000,40,15,1.000,265096,0
2025-11-15 09:57:52,3571,018,2.1.0,4.017,21.73,986.23,67.71,0.1188,0,0.000,40,15,1.000,265096,0
2025-11-15 10:07:55,3614,018,2.1.0,4.021,21.73,986.30,67.31,0.1080,0,0.000,40,15,1.000,265096,0
2025-11-15 10:17:58,3565,018,2.1.0,4.020,21.71,986.00,67.28,0.1008,0,0.000,40,15,1.000,265096,0
2025-11-15 10:28:00,3559,018,2.1.0,4.020,21.83,985.86,67.56,0.0936,89,0.148,40,6,0.729,265096,0
2025-11-15 10:38:04,3644,018,2.1.0,4.019,21.80,985.69,68.11,0.0792,141,0.235,40,6,0.630,265096,0
