datetime,millis,device_id,library_version,battery_voltage,temperature_c,pressure_hpa,humidity_percent,lux,activity_count,activity_percent,inactivity_period_s,inactivity_count,inactivity_percent,min_free_heap,reboot,BEAM,file_date,source_file,Mouse_ID
2025-11-15 00:08:04,3827,8,2.1.0,4.045,22.58,989.8,63.41,0.0,0,0.0,40,14,1.0,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 00:18:07,3827,8,2.1.0,4.045,22.54,989.85,63.16,0.0,0,0.0,40,14,1.0,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 00:28:10,3827,8,2.1.0,4.046,22.54,989.64,63.4,0.0,42,0.07,40,12,0.92,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 00:38:13,3827,8,2.1.0,4.046,22.56,989.31,63.31,0.0,60,0.1,40,12,0.889,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 00:48:16,3827,8,2.1.0,4.045,22.57,989.08,63.05,0.0,5,0.008,40,14,0.991,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 00:58:19,3827,8,2.1.0,4.045,22.56,989.28,62.87,0.0,0,0.0,40,14,1.0,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 01:08:22,3827,8,2.1.0,4.046,22.55,989.29,63.12,0.0,0,0.0,40,14,1.0,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 01:18:25,3827,8,2.1.0,4.045,22.65,989.23,63.99,0.0,136,0.226,40,9,0.726,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 01:28:28,3827,8,2.1.0,4.045,22.71,989.18,64.5,0.0,137,0.228,40,7,0.671,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 01:38:31,3827,8,2.1.0,4.045,22.73,989.0,64.33,0.0,140,0.233,40,9,0.72,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 01:48:34,3827,8,2.1.0,4.045,22.79,989.03,63.66,0.0,137,0.228,40,8,0.7,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 01:58:37,3827,8,2.1.0,4.046,22.72,989.06,63.01,0.0,3,0.005,40,14,0.995,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 02:08:40,3827,8,2.1.0,4.045,22.66,988.83,62.62,0.0,0,0.0,40,14,1.0,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 02:18:43,3827,8,2.1.0,4.045,22.61,988.59,62.72,0.0,0,0.0,40,14,1.0,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 02:28:46,3827,8,2.1.0,4.045,22.59,988.65,62.88,0.0,9,0.015,40,14,0.984,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 02:38:49,3827,8,2.1.0,4.046,22.59,988.54,62.68,0.0,16,0.027,40,14,0.972,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 02:49:49,3827,8,2.1.0,4.045,22.71,988.42,62.06,0.0,0,0.0,40,14,1.0,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 02:59:52,3827,8,2.1.0,4.044,22.69,988.35,63.06,0.0,69,0.115,40,11,0.864,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 03:09:55,3827,8,2.1.0,4.044,22.65,988.34,62.21,0.0,0,0.0,40,14,1.0,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 03:19:58,3827,8,2.1.0,4.043,22.61,988.21,62.27,0.0,12,0.02,40,14,0.979,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 03:30:00,3827,8,2.1.0,4.044,22.62,988.3,62.17,0.0,75,0.125,40,11,0.854,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 03:40:03,3827,8,2.1.0,4.043,22.64,988.23,62.49,0.0,104,0.173,40,9,0.776,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 03:50:06,3835,8,2.1.0,4.045,22.66,987.92,64.17,0.0,94,0.156,40,11,0.824,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 04:00:09,3827,8,2.1.0,4.044,22.67,987.83,62.6,0.0,22,0.037,40,14,0.962,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 04:10:12,3827,8,2.1.0,4.045,22.69,987.75,63.76,0.0,107,0.178,40,9,0.771,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 04:20:15,3827,8,2.1.0,4.044,22.69,987.56,63.16,0.0,83,0.138,40,10,0.828,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 04:30:18,3827,8,2.1.0,4.044,22.76,987.57,64.62,0.0,164,0.273,40,5,0.549,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 04:40:21,3835,8,2.1.0,4.044,22.74,987.51,64.86,0.0,180,0.3,40,5,0.526,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 04:50:23,3827,8,2.1.0,4.044,22.72,987.52,63.84,0.0,152,0.253,40,8,0.678,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 05:00:26,3827,8,2.1.0,4.044,22.7,987.34,64.46,0.0,125,0.208,40,6,0.658,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 05:10:29,3827,8,2.1.0,4.044,22.69,987.16,65.39,0.0,119,0.198,40,9,0.752,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 05:20:32,3827,8,2.1.0,4.044,22.7,987.09,64.19,0.0,161,0.268,40,7,0.635,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 05:30:35,3827,8,2.1.0,4.043,22.65,986.98,63.83,0.0,33,0.055,40,12,0.936,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 05:40:38,3827,8,2.1.0,4.044,22.58,986.6,63.26,0.0,0,0.0,40,14,1.0,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 05:50:40,3827,8,2.1.0,4.044,22.52,986.66,63.11,0.0,0,0.0,40,14,1.0,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 06:00:44,3827,8,2.1.0,4.045,22.47,986.68,63.07,2.5128,0,0.0,40,14,1.0,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 06:10:46,3827,8,2.1.0,4.043,22.42,986.82,62.97,2.4948,0,0.0,40,14,1.0,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 06:20:50,3827,8,2.1.0,4.043,22.44,986.77,63.22,2.484,41,0.068,40,12,0.921,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 06:30:53,3827,8,2.1.0,4.044,22.43,986.62,62.97,2.4696,0,0.0,40,14,1.0,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 06:40:55,3827,8,2.1.0,4.044,22.42,986.66,62.73,2.4768,0,0.0,40,14,1.0,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 06:51:54,3827,8,2.1.0,4.043,22.58,986.67,62.39,2.4696,0,0.0,40,14,1.0,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
2025-11-15 07:01:58,3827,8,2.1.0,4.043,22.53,986.55,62.3,2.4732,0,0.0,40,14,1.0,265096,0,008,2025-11-15,BEAM008_2025111500.csv,ChocoHFD_001_8
