datetime,millis,device_id,library_version,battery_voltage,temperature_c,pressure_hpa,humidity_percent,lux,activity_count,activity_percent,inactivity_period_s,inactivity_count,inactivity_percent,min_free_heap,reboot,BEAM,file_date,source_file,Mouse_ID
2025-11-15 00:02:17,3664,1,2.1.0,4.039,22.38,989.41,60.96,0.0,173,0.288,40,5,0.536,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 00:12:19,3666,1,2.1.0,4.04,22.5,989.42,60.95,0.0,310,0.516,40,1,0.114,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 00:22:23,3666,1,2.1.0,4.04,22.52,989.24,61.14,0.0,195,0.324,40,6,0.552,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 00:32:25,3672,1,2.1.0,4.039,22.56,989.01,60.61,0.0,213,0.354,40,5,0.484,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 00:42:28,3665,1,2.1.0,4.039,22.64,988.68,60.38,0.0,189,0.314,40,4,0.458,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 00:52:31,3667,1,2.1.0,4.037,22.58,988.78,60.14,0.0,40,0.067,40,13,0.929,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 01:02:34,3667,1,2.1.0,4.04,22.53,988.88,60.36,0.0,0,0.0,40,15,1.0,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 01:12:38,3667,1,2.1.0,4.04,22.47,988.88,59.58,0.0,0,0.0,40,15,1.0,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 01:22:41,3672,1,2.1.0,4.04,22.51,988.84,60.23,0.0,128,0.213,40,8,0.714,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 01:32:43,3666,1,2.1.0,4.04,22.49,988.7,60.29,0.0,0,0.0,40,15,1.0,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 01:42:47,3666,1,2.1.0,4.039,22.47,988.64,60.03,0.0,0,0.0,40,15,1.0,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 01:52:50,3666,1,2.1.0,4.036,22.46,988.55,59.53,0.0,9,0.015,40,14,0.984,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 02:02:53,3668,1,2.1.0,4.04,22.47,988.54,60.22,0.0,3,0.005,40,14,0.995,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 02:12:55,3674,1,2.1.0,4.039,22.53,988.27,60.72,0.0,121,0.201,40,9,0.748,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 02:22:58,3665,1,2.1.0,4.04,22.57,988.04,60.23,0.0,124,0.206,40,5,0.617,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 02:33:01,3665,1,2.1.0,4.037,22.64,988.12,60.12,0.0,182,0.303,40,5,0.524,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 02:44:02,3667,1,2.1.0,4.036,22.73,988.0,59.39,0.0,18,0.03,40,14,0.969,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 02:54:04,3667,1,2.1.0,4.039,22.61,987.91,58.96,0.0,0,0.0,40,15,1.0,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 03:04:08,3664,1,2.1.0,4.039,22.59,987.91,59.63,0.0,118,0.196,40,9,0.753,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 03:14:11,3673,1,2.1.0,4.037,22.84,987.88,60.71,0.0,383,0.637,40,0,0.0,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 03:24:14,3666,1,2.1.0,4.039,22.96,987.9,60.35,0.0,292,0.485,40,2,0.215,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 03:34:17,3665,1,2.1.0,4.037,22.95,987.87,59.25,0.0,367,0.611,40,1,0.098,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 03:44:20,3672,1,2.1.0,4.039,22.95,987.67,59.4,0.0,290,0.483,40,4,0.356,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 03:54:23,3666,1,2.1.0,4.039,22.96,987.55,60.24,0.0,308,0.512,40,2,0.206,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 04:04:26,3666,1,2.1.0,4.04,22.8,987.38,59.43,0.0,30,0.05,40,14,0.949,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 04:14:29,3665,1,2.1.0,4.037,22.67,987.26,58.85,0.0,0,0.0,40,15,1.0,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 04:24:32,3664,1,2.1.0,4.039,22.58,987.16,58.43,0.0,23,0.038,40,14,0.961,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 04:34:35,3666,1,2.1.0,4.036,22.51,987.05,59.17,0.0,30,0.05,40,13,0.945,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 04:44:38,3674,1,2.1.0,4.039,22.58,987.06,61.23,0.0,316,0.526,40,1,0.112,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 04:54:41,3664,1,2.1.0,4.037,22.57,986.91,61.44,0.0,342,0.569,40,1,0.105,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 05:04:44,3672,1,2.1.0,4.039,22.55,986.82,61.35,0.0,307,0.511,40,1,0.115,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 05:14:47,3666,1,2.1.0,4.037,22.52,986.77,60.97,0.0,182,0.303,40,4,0.468,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 05:24:49,3666,1,2.1.0,4.037,22.53,986.68,60.55,0.0,261,0.434,40,3,0.315,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 05:34:52,3673,1,2.1.0,4.037,22.47,986.48,60.09,0.0,153,0.255,40,6,0.611,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 05:44:56,3666,1,2.1.0,4.039,22.48,986.18,61.82,0.0,96,0.16,40,10,0.806,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 05:54:58,3666,1,2.1.0,4.036,22.37,986.32,60.47,0.0,29,0.048,40,13,0.947,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 06:05:01,3665,1,2.1.0,4.037,22.29,986.35,60.63,3.5352,0,0.0,40,15,1.0,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 06:15:04,3666,1,2.1.0,4.039,22.25,986.43,60.65,3.5244,0,0.0,40,15,1.0,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 06:25:07,3668,1,2.1.0,4.037,22.23,986.34,60.18,3.5064,0,0.0,40,15,1.0,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 06:35:10,3668,1,2.1.0,4.039,22.24,986.24,60.01,3.474,55,0.092,40,12,0.897,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 06:46:10,3666,1,2.1.0,4.037,22.38,986.31,59.41,3.4884,0,0.0,40,15,1.0,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 06:56:12,3666,1,2.1.0,4.039,22.33,986.24,59.96,3.4704,0,0.0,40,15,1.0,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 07:06:15,3665,1,2.1.0,4.035,22.32,986.27,59.63,3.456,0,0.0,40,15,1.0,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 07:16:17,3667,1,2.1.0,4.036,22.34,986.2,60.09,3.4416,48,0.08,40,10,0.893,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 07:26:20,3667,1,2.1.0,4.036,22.38,986.42,59.66,3.456,36,0.06,40,11,0.924,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 07:36:23,3667,1,2.1.0,4.036,22.39,986.35,59.32,3.456,0,0.0,40,15,1.0,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 07:46:26,3666,1,2.1.0,4.037,22.39,986.24,59.1,3.4596,0,0.0,40,15,1.0,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 07:56:29,3666,1,2.1.0,4.037,22.4,985.99,59.09,3.4488,1,0.002,40,14,0.998,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 08:06:32,3666,1,2.1.0,4.037,22.41,985.98,58.95,3.4596,5,0.008,40,14,0.991,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 08:16:35,3665,1,2.1.0,4.039,22.41,985.82,59.22,3.4488,0,0.0,40,15,1.0,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 08:26:38,3667,1,2.1.0,4.036,22.42,985.78,59.06,3.978,3,0.005,40,13,0.994,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
2025-11-15 08:36:41,3666,1,2.1.0,4.037,22.45,985.85,59.17,3.996,25,0.042,40,14,0.957,265028,0,001,2025-11-15,BEAM001_2025111500.csv,ChocoHFD_001_1
